# memory source: cgroup2
epoch,mem_bytes,anon_bytes,disk_kb
1789682176,3577294848,283095040,85787832
1789682181,3681677312,283160576,85886136
1789682186,3854520320,283975680,86049976
1789682191,4029329408,286404608,86213816
1789682196,4133654528,287031296,86312120
1789682201,4306780160,288780288,86475956
1789682206,4446556160,290193408,86607028
1789682211,4585385984,291500032,86738100
1789682216,4784848896,353021952,86869192
1789682221,4957179904,353431552,87033044
1789682226,5061840896,353427456,87131356
1789682231,5235339264,355123200,87295196
1789682236,5375000576,356691968,87426268
1789682241,5547515904,357588992,87590108
1789682246,5685088256,357257216,87721188
1789682251,5859295232,358973440,87885028
1789682256,6032105472,359714816,88048868
1789682262,6136987648,360022016,88147172
1789682267,6309826560,361447424,88311008
1789682272,6447783936,361164800,88442080
1789682277,6588923904,364335104,88573152
1789682282,6734598144,372072448,88704224
1789682287,6873665536,373186560,88835296
1789682292,7010443264,372891648,88966368
1789682297,7148670976,372817920,89097444
1789682302,7321690112,373387264,89261284
1789682307,7459815424,373829632,89392356
1789682312,7633690624,375353344,89556196
1789682317,7807827968,377020416,89720036
1789682322,7945506816,377327616,89851108
1789682327,8083632128,378064896,89982176
1789682332,8221667328,378191872,90113248
1789682337,8359862272,378249216,90244316
1789682342,8532418560,378040320,90408156
1789682347,8672096256,380198912,90539228
1789682352,8818831360,389156864,90670300
1789682357,8959279104,390197248,90801428
1789682362,9041805312,390610944,90965272
1789682367,9062744064,391438336,91063580
1789682372,9271414784,392962048,91260188
1789682377,9328603136,393015296,91391260
1789682382,9327824896,393412608,91489584
1789682387,9286287360,393379840,91653424
1789682392,9423224832,393093120,91784492
1789682397,9527308288,394067968,91882796
1789682402,9701507072,395231232,92046644
1789682407,9838645248,394706944,92177720
1789682412,9977913344,396222464,92308792
1789682417,10036649984,396812288,92439880
1789682422,10088759296,396550144,92570952
1789682427,10080563200,397062144,92767560
1789682432,10093801472,397393920,92865864
1789682437,10138058752,397074432,92996948
1789682442,10170019840,398602240,93128020
1789682447,10183622656,398610432,93226328
1789682452,10228707328,398757888,93357396
1789682457,10274467840,398864384,93488468
1789682462,10304393216,398848000,93619548
1789682467,10228162560,399380480,93750624
1789682472,10224492544,400732160,93848932
1789682477,10363363328,400924672,93980004
1789682482,10302832640,401547264,94111076
1789682487,10332860416,401207296,94242148
1789682492,10505465856,402341888,94405988
1789682497,10609410048,402616320,94504292
1789682502,10549846016,402898944,94635400
1789682507,10581274624,402694144,94766472
1789682512,10543054848,402804736,94897544
1789682517,10583453696,402993152,95028616
1789682522,10640306176,403095552,95126920
1789682527,10581413888,403427328,95257992
1789682532,10611294208,404152320,95389064
1789682537,10617925632,403869696,95487368
1789682542,10649255936,404283392,95618460
1789682547,10618626048,405946368,95782300
1789682552,10647629824,406040576,95913376
1789682558,10677833728,405872640,96044448
1789682563,10673815552,406528000,96142768
1789682568,10704654336,407085056,96273840
1789682573,10736484352,408211456,96404912
1789682578,10778746880,408453120,96535980
1789682583,10774073344,408494080,96634284
1789682588,10818920448,411475968,96765364
1789682593,10815119360,411447296,96863668
1789682598,10846101504,411860992,96994740
1789682603,10847514624,412299264,97093052
1789682608,10804584448,411590656,97256900
1789682613,10836209664,412213248,97387972
1789682618,10866884608,412975104,97519044
1789682623,10845057024,412569600,97682884
1789682628,10828394496,413016064,97775260
1789682633,10858078208,412790784,97879488
1789682638,10898608128,413736960,98010556
1789682643,10940518400,415686656,98141628
1789682648,10981691392,415879168,98272700
1789682653,10921512960,416305152,98403772
1789682658,10993930240,415989760,98567616
1789682663,10936885248,416256000,98698696
1789682668,10940260352,416518144,98797008
1789682673,10980581376,416088064,98928080
1789682678,10984800256,416579584,99026384
1789682683,10918768640,418205696,99157456
1789682688,10913964032,418590720,99255760
1789682693,11017506816,418967552,99354064
1789682698,11047370752,418697216,99485132
1789682703,11191037952,425381888,99616204
1789682708,11129135104,425607168,99747280
1789682713,11197415424,425091072,99812812
1789682718,11154075648,425263104,99976652
1789682723,11193921536,425381888,100107724
1789682728,11230445568,425349120,100238796
1789682733,11198902272,425250816,100304332
1789682738,11237265408,425566208,100435404
1789682743,11273674752,425500672,100566480
1789682748,11299696640,425185280,100697552
1789682753,11313737728,425377792,100795856
1789682758,11309326336,425062400,100894156
1789682763,11247362048,425512960,101025228
1789682768,11251441664,427114496,101123532
1789682773,11214172160,427167744,101287372
1789682778,11283173376,427536384,101352908
1789682783,11313569792,427347968,101483980
1789682788,11242414080,427986944,101615052
1789682793,11310538752,427249664,101680588
1789682798,11347755008,426979328,101811660
1789682803,11340582912,427872256,101909964
1789682808,11477876736,427151360,102041036
1789682813,11547107328,427200512,102106576
1789682818,11685752832,427347968,102237644
1789682823,11820859392,427589632,102368716
1789682828,11961958400,427048960,102499788
1789682833,11956211712,428220416,102598092
1789682839,12060839936,428478464,102696396
1789682844,12096114688,428597248,102827468
1789682849,12125573120,428359680,102958540
1789682854,12129624064,429256704,103056844
1789682859,12125634560,429199360,103155148
1789682864,12128980992,430915584,103253460
1789682869,12164038656,430104576,103384532
1789682874,12166418432,430141440,103482844
1789682879,12168417280,430612480,103581148
1789682884,12169678848,430510080,103679448
1789682889,12138688512,430800896,103843288
1789682894,12140638208,430608384,103941592
1789682899,12142522368,430469120,104039896
1789682904,12138344448,431177728,104138200
1789682909,12167794688,430829568,104269272
1789682914,12129800192,430608384,104334812
1789682919,12164534272,430428160,104465884
1789682924,12165935104,431071232,104564188
1789682929,12160409600,431001600,104662492
1789682934,12160888832,430755840,104760796
1789682939,12157362176,431022080,104859100
1789682944,12229349376,432279552,105022936
1789682949,12232044544,433160192,105121240
1789682954,12232687616,433348608,105219544
1789682959,12233592832,432525312,105317852
1789682964,12162924544,433926144,105448928
1789682969,12158160896,433061888,105547232
1789682974,12188897280,432984064,105678304
1789682979,13370933248,429137920,105732516
1789682984,13866426368,430231552,105732516
1789682989,14332043264,430821376,105732516
1789682994,14512222208,431370240,105732516
1789682999,14527713280,431661056,105732516
1789683004,14616600576,431853568,105732520
1789683009,14580514816,432054272,105732520
1789683014,14679416832,179130368,105732520
1789683019,14530985984,180084736,105732520
1789683024,14457253888,180559872,105732520
1789683029,14366998528,180903936,105732520
1789683034,15357394944,181239808,105732520
1789683039,15645667328,165244928,105752068
1789683044,12852072448,233328640,105752072
1789683049,12816969728,233332736,105752072
1789683054,12776894464,233328640,105752072
1789683059,12817276928,233328640,105752072
1789683064,12775424000,233332736,105752072
1789683069,12749832192,196792320,105752072
1789683074,12752306176,198578176,105752072
1789683079,12753637376,199741440,105752072
1789683084,12755365888,200876032,105752072
1789683089,12756467712,201474048,105752072
1789683094,12758679552,203427840,105752072
1789683099,12779696128,221270016,105752072
1789683104,12781395968,223039488,105752072
1789683109,12781989888,223379456,105752072
1789683114,12735156224,223719424,105752076
1789683119,12817448960,523010048,105752076
1789683124,13386645504,583139328,105759428
1789683129,14278828032,583135232,105759428
1789683134,14936952832,583135232,105759428
1789683139,15557283840,583139328,105759428
1789683144,15692472320,583155712,105759428
1789683149,15695724544,583155712,105759428
1789683154,15784824832,583159808,105759428
1789683159,15738228736,583159808,105759428
1789683164,15756132352,583155712,105759428
1789683169,15836565504,583159808,105759428
1789683174,15834456064,583159808,105759428
1789683179,15816093696,583155712,105759428
1789683184,15839887360,583155712,105759428
1789683189,15811203072,583155712,105759428
1789683194,15760216064,583159808,105759428
1789683199,15802486784,583159808,105759428
1789683204,15829340160,583155712,105759428
1789683210,12989251584,614612992,107332296
1789683215,12930752512,356233216,108643016
1789683220,11868356608,356233216,110314180
1789683225,10322477056,356233216,111788740
1789683230,11048087552,356233216,113001156
1789683235,11786969088,356229120,114246340
1789683240,12670992384,356233216,115425988
1789683245,13515632640,356237312,116671172
1789683250,14301233152,322703360,117808972
1789683255,3832619008,346869760,105759456
1789683260,4001611776,348557312,105759456
1789683265,4172984320,348725248,105759456
1789683270,4344053760,348741632,105759456
1789683275,4527546368,361984000,105759456
1789683280,4694065152,362127360,105759456
1789683285,4855062528,362090496,105759456
1789683290,5018972160,362217472,105759456
1789683295,5179183104,362086400,105759456
1789683300,5339365376,362328064,105759456
1789683305,5494132736,362524672,105759456
1789683310,5648060416,362872832,105759456
1789683315,5735886848,362897408,105759432
1789683320,5869834240,362856448,105759432
1789683325,6011789312,363016192,105759432
1789683330,6151938048,363094016,105759432
1789683335,6297600000,363053056,105759432
1789683340,6432382976,363069440,105759432
1789683345,6575001600,362790912,105759432
1789683350,6723555328,363094016,105759432
1789683355,6867615744,363024384,105759436
1789683360,7011291136,363106304,105759436
1789683365,7153942528,363102208,105759436
1789683370,7291326464,362954752,105759436
1789683375,7437389824,363016192,105759436
1789683380,7578025984,363024384,105759436
1789683385,7717433344,362950656,105759436
1789683390,7858524160,363122688,105759436
1789683395,7991681024,363184128,105759436
1789683400,8118521856,363114496,105759436
1789683405,8252084224,363302912,105759436
1789683410,8381460480,363298816,105759436
1789683415,8517222400,363229184,105759436
1789683420,8656056320,363245568,105759436
1789683425,8803430400,363712512,105759436
1789683430,8938549248,363704320,105759436
1789683435,9073340416,363675648,105759436
1789683440,9212559360,363536384,105759440
1789683445,9343672320,363732992,105759440
1789683450,9477414912,364392448,105759440
1789683455,9618493440,364331008,105759440
1789683460,9759571968,364306432,105759440
1789683465,9890144256,364335104,105759440
1789683470,10021138432,364331008,105759440
1789683475,10161917952,364290048,105759440
1789683480,10294206464,364347392,105759440
1789683485,10428903424,364359680,105759444
1789683490,10568192000,364441600,105759444
1789683495,10710540288,364363776,105759444
1789683500,10847436800,364437504,105759444
1789683505,10983297024,364175360,105759444
1789683510,11123421184,363986944,105759444
1789683515,11258892288,364363776,105759444
1789683520,11396444160,364437504,105759444
1789683525,11536642048,364445696,105759444
1789683530,11675791360,364863488,105759444
1789683535,11818975232,364867584,105759444
1789683540,11956674560,364797952,105759444
1789683545,12099821568,364797952,105759444
1789683550,12234162176,364732416,105759444
1789683555,12367396864,364802048,105759468
1789683560,12508229632,364670976,105759468
1789683565,12641349632,364888064,105759468
1789683570,12777353216,364929024,105759468
1789683575,12919455744,364896256,105759468
1789683580,13057449984,364785664,105759468
1789683585,13131804672,364867584,105759468
1789683590,13131583488,364879872,105759468
1789683595,13131845632,364875776,105759468
1789683600,13132169216,364843008,105759472
1789683605,13132435456,364806144,105759472
1789683610,13134036992,365436928,105759472
1789683615,13133557760,365109248,105759452
1789683620,13133668352,365375488,105759452
1789683625,13134114816,365391872,105759452
1789683630,13134422016,365240320,105759452
1789683635,13135712256,366329856,105759452
1789683640,13135777792,366047232,105759452
1789683645,13136560128,366501888,105759452
1789683650,13136609280,366432256,105759452
1789683655,13137166336,366555136,105759452
1789683660,13137113088,366329856,105759452
1789683665,13137924096,366481408,105759452
1789683670,13139038208,367673344,105759452
1789683676,13140664320,368742400,105759452
1789683681,13140955136,368521216,105759452
1789683686,13140975616,368562176,105759452
1789683691,13141536768,368668672,105759452
1789683696,13141565440,368697344,105759452
1789683701,13141950464,368701440,105759452
1789683706,13164978176,388706304,105759452
1789683711,13166620672,390098944,105759452
1789683716,13166129152,390189056,105759452
1789683721,13196070912,417734656,105759452
1789683726,13173678080,418844672,105759500
1789683731,13175816192,418844672,105759500
1789683736,13179330560,418844672,105759500
1789683741,13182107648,418844672,105759500
1789683746,13184258048,418844672,105759500
1789683751,13187194880,418844672,105759500
1789683756,13189566464,418848768,105759500
1789683761,13191344128,418844672,105759500
1789683766,13192953856,418844672,105759500
1789683771,13193461760,418844672,105759500
1789683776,13605343232,450301952,106119948
1789683781,14271209472,75165696,107758352
1789683786,14701281280,75177984,109757200
1789683791,14781849600,75177984,111723276
1789683796,14849277952,75182080,113690724
1789683801,15077359616,75177984,115524364
1789683806,15094185984,75177984,117621516
1789683812,4153593856,115044352,106349328
1789683817,6482530304,115040256,107004692
1789683822,8394149888,115040256,107506452
1789683827,10568327168,115040256,108053272
1789683832,12741025792,115040256,108577560
1789683837,14747910144,115044352,109101848
1789683842,15276171264,115044352,109626136
1789683847,15320330240,115044352,110117656
1789683852,15551893504,78798848,110641968
1789683857,14951526400,78635008,111134396
1789683862,15059836928,78635008,111657776
1789683867,15045328896,78630912,112214832
1789683872,14805831680,78630912,112739120
1789683877,15171641344,78635008,113296176
1789683882,15413575680,9351168,113720468
1789683887,15835648000,9355264,113720468
1789683892,15833300992,9363456,113720468
1789683897,15936745472,9363456,113720468
1789683902,15938285568,9359360,113720468
1789683907,15869755392,9367552,113720476
1789683912,15873261568,9367552,113720452
1789683917,15854329856,9363456,113720452
1789683922,15918473216,9363456,113720456
1789683927,11042054144,42917888,114932872
1789683932,9880825856,39026688,117554316
1789683937,11448123392,39030784,118963340
1789683942,6620225536,73805824,113785992
1789683947,7559073792,73838592,113917064
1789683952,7926521856,73863168,114179208
1789683957,8135770112,73891840,114375820
1789683962,8414760960,73932800,114637964
1789683967,8486621184,73953280,114705040
1789683972,8486690816,73953280,114705040
1789683977,8489365504,73953280,114706576
1789683982,8489418752,73957376,114706576
1789683987,9261744128,73965568,114706576
1789683992,10314825728,73965568,114706576
1789683997,9464758272,12206080,113720700
1789684002,9471569920,13414400,113720700
1789684007,10423152640,20148224,113720700
1789684013,11876757504,26976256,113720700
1789684018,13357719552,33456128,113720704
1789684023,14846529536,39616512,113720704
1789684028,15893184512,9949184,113720704
1789684033,15932506112,12148736,113720704
1789684038,15962869760,22724608,113720704
1789684043,15912001536,27779072,113720704
1789684048,15991218176,32698368,113720704
1789684053,15972499456,39374848,113720712
1789684058,15973961728,39469056,113720712
1789684063,15857471488,39735296,113720712
1789684068,15929352192,39739392,113720724
1789684073,15906213888,36839424,113720724
1789684078,15854886912,36839424,113720724
1789684083,15628996608,22757376,113720724
1789684088,15192375296,24850432,113720724
1789684093,13718228992,24850432,113720724
1789684098,12205703168,197201920,113720896
1789684103,14100283392,463962112,113745512
1789684108,15942008832,486326272,113777512
1789684113,15781785600,512192512,113809640
1789684118,15873908736,535506944,113867824
1789684123,15953985536,548753408,113913068
1789684129,15978672128,551186432,113979592
1789684134,15928770560,592887808,114010204
1789684139,16010756096,631975936,114098308
1789684144,15883796480,581943296,114148536
1789684149,15991918592,612302848,114204428
1789684154,16013209600,612601856,114259996
1789684159,15988387840,618704896,114285720
1789684164,15970017280,639365120,114348672
1789684169,15905316864,598925312,114413924
1789684174,15983996928,580071424,114435368
1789684179,16068591616,642383872,114495472
1789684184,16012873728,647602176,114535320
1789684189,15985696768,653430784,114598568
1789684194,16002281472,653729792,114643492
1789684199,16056836096,654651392,114698676
1789684204,15958941696,696848384,114742584
1789684209,15973953536,574681088,114777880
1789684214,15967268864,585637888,114815592
1789684219,15967465472,610451456,114871620
1789684224,16010506240,636743680,114943396
1789684229,16012259328,664457216,114963144
1789684234,15977918464,706396160,114978780
1789684239,16010366976,684556288,115034132
1789684244,15953715200,778977280,115103500
1789684249,16001933312,757342208,115158328
1789684254,15978074112,721592320,115203696
1789684259,16003723264,721723392,115246460
1789684264,16007618560,709578752,115293012
1789684269,15978602496,714977280,115317492
1789684274,16018857984,757018624,115371636
1789684279,15998517248,738136064,115406824
1789684284,15996932096,738193408,115435208
1789684289,15955656704,692137984,115481328
1789684294,16053661696,648462336,115519060
1789684299,16062820352,656220160,115564056
1789684304,16077033472,669011968,115601804
1789684309,16089370624,677175296,115637536
1789684314,16025198592,677556224,115673932
1789684319,16073875456,681406464,115699744
1789684324,16043302912,686399488,115735024
1789684329,16012083200,673591296,115778356
1789684334,16037703680,675024896,115848504
1789684339,16045752320,675426304,115879000
1789684344,16028291072,679436288,115917992
1789684349,16015732736,679526400,115954360
1789684354,15972278272,683233280,115980972
1789684359,16029917184,696610816,116021324
1789684364,15988371456,743612416,116049896
1789684369,15874338816,810160128,116099184
1789684374,16044634112,778756096,116119888
1789684379,16067231744,773263360,116195460
1789684384,15973953536,865181696,116247992
1789684389,16051875840,877621248,116269176
1789684394,16070995968,866152448,116337312
1789684399,16052879360,840044544,116359256
1789684404,16017362944,870326272,116418680
1789684409,15985340416,871780352,116453864
1789684415,16034516992,877969408,116519536
1789684420,16045395968,846352384,116544400
1789684425,16011431936,870178816,116598608
1789684430,16061181952,876515328,116658328
1789684435,16016416768,872054784,116684028
1789684440,16019464192,874717184,116697120
1789684445,16045813760,886378496,116736912
1789684450,16082976768,685142016,116791872
1789684455,16038703104,739643392,116840472
1789684460,16010207232,747233280,116883556
1789684465,16035033088,750243840,116943404
1789684470,16034451456,743100416,116966720
1789684475,16010485760,753614848,116989928
1789684480,16045424640,769552384,117003684
1789684485,16048472064,772792320,117031488
1789684490,15990493184,804040704,117110380
1789684495,15994593280,808402944,117148968
1789684500,15998492672,808689664,117192832
1789684505,16078065664,748679168,117250252
1789684510,16041324544,711909376,117274184
1789684515,16034492416,716648448,117290376
1789684520,16022810624,748216320,117324864
1789684525,16052211712,724099072,117375520
1789684530,16039440384,728649728,117408864
1789684535,15979036672,729145344,117456172
1789684540,16031649792,735117312,117494436
1789684545,16043646976,758444032,117552572
1789684550,16055459840,758837248,117589764
1789684555,16060645376,759062528,117606556
1789684560,16079339520,772358144,117648476
1789684565,16089055232,722534400,117679148
1789684570,16072900608,726372352,117717656
1789684575,16038424576,741023744,117776160
1789684580,16032673792,695603200,117828228
1789684585,16013885440,700596224,117856420
1789684590,16010809344,701050880,117878196
1789684595,15967789056,735088640,117933336
1789684600,16032612352,735256576,117951188
1789684605,16060456960,742866944,118011304
1789684610,16083042304,741818368,118062840
1789684615,16050581504,741933056,118120412
1789684620,16015028224,742154240,118162724
1789684625,16003588096,612302848,118184152
1789684630,16043388928,700076032,118218516
1789684635,15973330944,724922368,118262024
1789684640,16034361344,729128960,118297292
1789684645,16018558976,736292864,118337012
1789684650,16046014464,737341440,118391692
1789684655,16058105856,709562368,118432532
1789684660,16073510912,727052288,118518356
1789684665,16082755584,726872064,118549608
1789684670,16064294912,729280512,118549608
1789684675,15999021056,767143936,118599168
1789684681,16076828672,681177088,118625176
1789684686,16098615296,713474048,118687464
1789684691,16090537984,716132352,118725148
1789684696,16085712896,768458752,118771452
1789684701,16089251840,778616832,118788076
1789684706,16082993152,803028992,118861632
1789684711,16019845120,803164160,118904852
1789684716,16038481920,818925568,118964396
1789684721,16087793664,855715840,119026668
1789684726,16089067520,837836800,119060580
1789684731,16067211264,841773056,119104340
1789684736,15995482112,769843200,119150728
1789684741,15888277504,736505856,119200532
1789684746,16006049792,739033088,119230028
1789684751,16068972544,809308160,119313756
1789684756,16077389824,797528064,119337328
1789684761,16045056000,789200896,119359176
1789684766,16012025856,812883968,119412876
1789684771,16057917440,814411776,119438760
1789684776,16008482816,815095808,119467728
1789684781,16023891968,815587328,119517216
1789684786,16049229824,729030656,119564048
1789684791,16034512896,729853952,119621856
1789684796,16101105664,687210496,119628788
1789684801,16031420416,667545600,119637780
1789684806,16046665728,723353600,119663988
1789684811,16070422528,777121792,119718576
1789684816,16092229632,751087616,119776704
1789684821,16106598400,751771648,119812296
1789684826,16027774976,751992832,119838188
1789684831,16035479552,752906240,119860476
1789684836,15958474752,762544128,119929496
1789684841,16070709248,728035328,119976248
1789684846,16042848256,753188864,120025500
1789684851,16081903616,774279168,120045432
